id_lote,tipo_proceso,horas_transcurridas,horas_restantes,temperatura_grano,temperatura_ambiental,humedad_ambiental,humedad_grano,lluvia,luz,_es_anomalia,_severidad,_tipo_anomalia,_calidad_final_lote,delta_temp
49,natural,348,97,33.05,30.29,49.17,19.01,0.0,46475.8,False,normal,normal,regular,2.759999999999998
46,honey,4,514,26.5,24.21,58.57,51.33,0.0,0.0,False,normal,normal,baja,2.289999999999999
58,natural,22,360,26.33,24.02,53.37,52.01,0.0,0.0,False,normal,normal,regular,2.3099999999999987
52,natural,370,289,33.85,31.08,50.08,29.92,0.0,57355.7,True,riesgo,secado_estancado,baja,2.770000000000003
53,natural,100,221,23.1,22.15,57.42,31.49,0.0,0.0,False,normal,normal,regular,0.9500000000000028
65,natural,238,113,28.82,25.9,51.9,23.34,0.0,0.0,False,normal,normal,buena,2.9200000000000017
69,natural,50,206,24.67,22.22,63.52,47.6,0.0,2937.4,False,normal,normal,buena,2.450000000000003
62,natural,196,365,26.0,23.51,59.86,35.72,0.0,0.0,False,normal,normal,baja,2.4899999999999984
59,natural,624,23,28.31,27.0,54.13,10.91,0.0,264.7,False,normal,normal,baja,1.3099999999999987
33,honey,48,372,26.32,23.38,55.27,49.57,0.0,0.0,False,normal,normal,buena,2.9400000000000013
61,natural,304,78,36.0,33.83,46.58,19.42,0.0,1430.2,False,normal,normal,excelente,2.1700000000000017
33,honey,88,332,32.24,31.19,45.21,44.88,0.0,27419.0,False,normal,normal,buena,1.0500000000000007
63,natural,2,510,26.59,23.01,59.25,45.65,0.0,1535.7,False,normal,normal,baja,3.5799999999999983
16,lavado,56,150,29.31,26.55,55.92,41.24,0.0,34601.1,False,normal,normal,excelente,2.759999999999998
43,honey,100,117,23.57,21.8,55.27,31.3,0.0,0.0,False,normal,normal,excelente,1.7699999999999996
58,natural,48,334,23.13,21.56,50.92,48.8,0.0,0.0,False,normal,normal,regular,1.5700000000000003
72,natural,170,146,23.78,21.68,56.1,33.23,0.0,0.0,False,normal,normal,regular,2.1000000000000014
63,natural,382,130,29.96,27.32,50.95,19.7,0.0,1209.5,False,normal,normal,baja,2.6400000000000006
61,natural,264,118,26.53,25.13,53.96,23.71,0.0,3.7,False,normal,normal,excelente,1.4000000000000021
39,honey,218,175,22.82,20.07,60.22,30.52,0.0,1430.0,False,normal,normal,buena,2.75
39,honey,266,127,24.17,22.06,55.36,24.26,0.0,0.0,False,normal,normal,buena,2.110000000000003
67,natural,174,130,26.43,25.57,52.32,28.42,0.0,0.0,False,normal,normal,buena,0.8599999999999994
38,honey,130,91,30.64,28.06,52.61,28.98,0.0,65262.4,False,normal,normal,excelente,2.580000000000002
23,lavado,140,50,26.84,25.6,55.56,24.04,0.0,322.7,False,normal,normal,regular,1.2399999999999984
69,natural,218,38,25.85,23.22,61.36,18.49,0.0,265.6,False,normal,normal,buena,2.6300000000000026
66,natural,408,19,28.95,26.46,56.67,12.53,0.0,0.0,True,riesgo,secado_estancado,regular,2.4899999999999984
49,natural,112,333,33.51,31.78,53.03,39.43,0.0,24158.7,False,normal,normal,regular,1.7299999999999969
67,natural,2,302,23.35,21.55,59.48,51.19,0.0,1817.8,False,normal,normal,buena,1.8000000000000007
35,honey,408,102,24.97,21.62,59.26,18.52,0.0,0.0,False,normal,normal,regular,3.349999999999998
71,natural,424,206,35.35,33.03,46.1,31.49,0.0,35976.9,False,normal,normal,regular,2.3200000000000003
37,honey,264,115,24.86,22.84,53.98,23.33,0.0,128.6,False,normal,normal,regular,2.0199999999999996
25,honey,374,50,33.26,29.31,52.22,14.38,0.0,69080.4,False,normal,normal,buena,3.9499999999999993
39,honey,278,115,33.39,30.0,48.51,23.11,0.0,45999.2,False,normal,normal,buena,3.3900000000000006
13,lavado,62,147,33.92,29.62,48.17,45.51,0.0,60769.6,False,normal,normal,regular,4.300000000000001
8,lavado,102,54,23.28,21.28,58.15,26.31,0.0,854.1,False,normal,normal,excelente,2.0
53,natural,50,271,23.82,21.36,56.34,43.19,0.0,2005.0,False,normal,normal,regular,2.460000000000001
39,honey,288,105,25.33,22.89,52.93,22.12,0.0,0.0,False,normal,normal,buena,2.4399999999999977
35,honey,242,268,20.67,17.96,56.09,31.49,0.0,56.8,True,riesgo,secado_estancado,regular,2.710000000000001
13,lavado,170,39,21.26,19.61,54.26,20.36,0.0,0.0,False,normal,normal,regular,1.6500000000000021
11,lavado,50,163,19.66,18.01,59.84,45.93,0.0,0.0,False,normal,normal,excelente,1.6499999999999986
48,honey,42,436,28.89,26.41,49.16,46.84,0.0,624.7,False,normal,normal,buena,2.4800000000000004
11,lavado,138,75,29.04,27.24,47.32,26.79,0.0,3114.3,False,normal,normal,excelente,1.8000000000000007
3,lavado,42,138,30.55,29.0,47.2,47.76,0.0,0.0,False,normal,normal,excelente,1.5500000000000007
2,lavado,26,123,21.76,19.67,54.85,45.03,0.0,3561.9,False,normal,normal,excelente,2.09
42,honey,0,209,25.69,24.0,52.34,51.14,0.0,802.3,False,normal,normal,baja,1.6900000000000013
24,lavado,78,99,25.27,23.42,56.53,37.95,0.0,237.3,False,normal,normal,excelente,1.8499999999999979
52,natural,106,553,35.39,31.38,49.49,47.96,0.0,52327.8,False,normal,normal,baja,4.010000000000002
41,honey,76,264,22.41,19.91,55.57,43.23,0.0,409.2,False,normal,normal,excelente,2.5
71,natural,606,24,26.08,23.89,56.26,10.54,0.0,1430.2,False,normal,normal,regular,2.1899999999999977
70,natural,72,228,25.79,22.95,56.61,36.78,0.0,0.0,False,normal,normal,regular,2.84
25,honey,118,306,26.57,26.83,52.83,40.82,0.0,0.0,False,normal,normal,buena,-0.259999999999998
64,natural,126,179,26.86,24.28,53.28,35.66,0.0,0.0,False,normal,normal,buena,2.5799999999999983
62,natural,80,481,30.51,29.01,53.32,43.77,0.0,44649.8,False,normal,normal,baja,1.5
45,honey,144,97,22.83,21.02,62.56,27.26,0.0,0.0,False,normal,normal,buena,1.8099999999999987
44,honey,44,426,28.19,25.3,51.62,46.81,0.0,0.0,False,normal,normal,baja,2.8900000000000006
59,natural,332,315,29.73,28.34,57.06,28.61,0.0,835.5,False,normal,normal,baja,1.3900000000000006
30,honey,328,150,30.92,28.48,45.63,21.5,0.0,27563.9,False,normal,normal,buena,2.4400000000000013
39,honey,312,81,24.94,22.88,59.71,19.32,0.0,2062.7,False,normal,normal,buena,2.0600000000000023
27,honey,154,146,34.33,31.1,49.14,32.4,0.0,53840.2,False,normal,normal,regular,3.229999999999997
10,lavado,22,159,26.36,23.74,53.87,45.56,0.0,587.8,False,normal,normal,buena,2.620000000000001
29,honey,418,49,33.19,29.32,53.67,13.6,0.0,54550.4,False,normal,normal,baja,3.8699999999999974
28,honey,72,136,22.65,21.12,57.15,36.75,0.0,0.0,False,normal,normal,buena,1.5299999999999976
13,lavado,196,13,21.39,20.35,59.89,14.62,0.0,602.8,False,normal,normal,regular,1.0399999999999991
57,natural,512,5,30.25,27.22,55.11,11.79,0.0,28997.8,False,normal,normal,buena,3.030000000000001
63,natural,82,430,31.98,30.29,53.79,39.69,0.0,41784.5,False,normal,normal,baja,1.6900000000000013
71,natural,192,438,25.67,23.73,57.91,42.09,0.0,200.0,False,normal,normal,regular,1.9400000000000013
32,honey,238,50,24.95,23.8,52.69,17.55,0.0,0.0,False,normal,normal,excelente,1.1499999999999986
54,natural,170,102,26.36,23.57,54.17,25.8,0.0,2065.1,False,normal,normal,buena,2.789999999999999
46,honey,408,110,26.73,25.27,56.43,17.95,0.0,1675.9,False,normal,normal,baja,1.4600000000000009
14,lavado,38,139,34.75,30.47,80.09,42.52,0.377,54590.5,True,critico,lluvia_detectada,buena,4.280000000000001
49,natural,46,399,26.93,24.17,55.15,43.85,0.0,0.0,False,normal,normal,regular,2.759999999999998
37,honey,98,281,25.96,24.13,57.36,43.75,0.0,0.0,False,normal,normal,regular,1.8300000000000018
11,lavado,98,115,21.03,18.88,63.33,34.62,0.0,3496.1,False,normal,normal,excelente,2.150000000000002
30,honey,50,428,24.37,21.28,55.32,31.49,0.0,0.0,False,normal,normal,buena,3.09
58,natural,316,66,26.33,23.67,55.12,17.44,0.0,2145.1,False,normal,normal,regular,2.6599999999999966
58,natural,30,352,25.66,24.2,50.41,51.21,0.0,505.0,False,normal,normal,regular,1.4600000000000009
45,honey,90,151,29.64,27.75,78.8,36.1,0.398,837.0,True,critico,lluvia_detectada,buena,1.8900000000000006
6,lavado,142,56,25.23,22.35,54.32,23.23,0.0,0.0,False,normal,normal,buena,2.879999999999999
71,natural,578,52,25.34,23.85,57.76,13.55,0.0,0.0,False,normal,normal,regular,1.4899999999999984
65,natural,162,189,34.65,31.03,53.61,31.45,0.0,193.9,False,normal,normal,buena,3.6199999999999974
58,natural,78,304,27.7,24.76,55.25,44.74,0.0,4026.9,False,normal,normal,regular,2.9399999999999977
62,natural,522,39,33.57,31.46,48.62,11.57,0.0,2455.8,False,normal,normal,baja,2.1099999999999994
47,honey,322,5,34.61,32.25,52.87,11.07,0.0,51910.5,False,normal,normal,baja,2.3599999999999994
57,natural,2,515,26.25,24.0,49.71,54.78,0.0,0.0,False,normal,normal,buena,2.25
29,honey,16,451,35.08,33.23,48.08,46.65,0.0,28623.9,True,advertencia,temperatura_alta,baja,1.8500000000000014
48,honey,238,240,24.07,22.33,54.65,31.22,0.0,1043.2,False,normal,normal,buena,1.740000000000002
26,honey,70,138,26.56,24.83,61.12,40.16,0.0,2342.9,False,normal,normal,regular,1.7300000000000004
57,natural,348,169,35.2,31.94,41.59,26.86,0.0,68042.9,False,normal,normal,buena,3.2600000000000016
64,natural,206,99,38.35,35.66,41.03,24.52,0.0,45311.3,True,advertencia,temperatura_alta,buena,2.690000000000005
15,lavado,170,11,21.82,20.04,51.57,14.5,0.0,0.0,False,normal,normal,buena,1.7800000000000011
53,natural,64,257,35.55,33.66,43.61,42.3,0.0,37457.9,False,normal,normal,regular,1.8900000000000006
12,lavado,90,67,30.98,28.97,46.52,33.2,0.0,0.0,False,normal,normal,baja,2.0100000000000016
56,natural,14,332,37.47,35.68,43.71,45.75,0.0,36554.5,False,normal,normal,buena,1.7899999999999991
51,natural,70,431,29.22,26.56,56.93,42.16,0.0,0.0,False,normal,normal,regular,2.66
46,honey,22,496,28.38,26.13,59.08,50.69,0.0,0.0,False,normal,normal,baja,2.25
12,lavado,14,143,33.33,30.44,47.51,53.66,0.0,46016.3,False,normal,normal,baja,2.889999999999997
48,honey,154,324,31.31,28.27,49.56,36.84,0.0,47419.6,False,normal,normal,buena,3.039999999999999
44,honey,202,268,32.44,29.16,46.76,33.11,0.0,56259.2,False,normal,normal,baja,3.2799999999999976
28,honey,20,188,30.99,27.7,49.74,45.47,0.0,0.0,False,normal,normal,buena,3.289999999999999
50,natural,300,295,38.5,34.48,47.5,32.11,0.0,74713.4,True,advertencia,temperatura_alta,regular,4.020000000000003
46,honey,344,174,31.9,29.36,49.47,23.12,0.0,29488.7,False,normal,normal,baja,2.539999999999999
41,honey,206,134,33.61,30.48,48.34,28.76,0.0,45656.4,False,normal,normal,excelente,3.129999999999999
47,honey,200,127,31.85,29.79,53.92,24.37,0.0,28041.1,False,normal,normal,baja,2.0600000000000023
33,honey,154,266,30.64,28.72,50.68,38.62,0.0,39135.4,False,normal,normal,buena,1.9200000000000017
37,honey,318,61,25.95,23.83,60.58,31.49,0.0,0.0,False,normal,normal,regular,2.120000000000001
52,natural,364,295,24.08,22.25,63.03,30.32,0.0,695.1,True,riesgo,secado_estancado,baja,1.8299999999999983
60,natural,522,125,34.25,32.89,52.24,19.46,0.0,193.7,False,normal,normal,baja,1.3599999999999994
67,natural,110,194,37.29,33.1,45.43,38.12,0.0,60721.8,False,normal,normal,buena,4.189999999999998
30,honey,362,116,23.58,20.76,54.48,18.59,0.0,1710.1,False,normal,normal,buena,2.8199999999999967
12,lavado,20,137,27.63,25.87,54.37,52.69,0.0,0.0,False,normal,normal,baja,1.759999999999998
72,natural,108,208,37.68,33.26,47.98,42.84,0.0,82887.6,False,normal,normal,regular,4.420000000000002
23,lavado,94,96,26.09,24.42,54.01,36.3,0.0,154.7,False,normal,normal,regular,1.6699999999999982
71,natural,94,536,26.36,24.52,57.35,49.24,0.0,223.5,False,normal,normal,regular,1.8399999999999999
39,honey,222,171,26.23,23.89,51.99,30.67,0.0,0.0,False,normal,normal,buena,2.34
48,honey,44,434,27.65,25.87,52.11,47.18,0.0,336.8,False,normal,normal,buena,1.7799999999999976
70,natural,4,296,26.85,24.92,53.88,31.49,0.0,0.0,False,normal,normal,regular,1.9299999999999997
33,honey,222,198,26.21,23.41,49.45,29.35,0.0,0.0,False,normal,normal,buena,2.8000000000000007
30,honey,126,352,23.3,21.4,53.28,38.06,0.0,0.0,False,normal,normal,buena,1.9000000000000021
43,honey,194,23,23.9,21.65,55.41,14.97,0.0,0.0,False,normal,normal,excelente,2.25
61,natural,312,70,28.89,21.85,57.7,18.84,0.0,0.0,False,normal,normal,excelente,7.039999999999999
16,lavado,126,80,27.41,24.49,59.27,27.83,0.0,607.8,False,normal,normal,excelente,2.9200000000000017
71,natural,370,260,36.54,32.14,47.77,28.66,0.0,65711.1,False,normal,normal,regular,4.399999999999999
22,lavado,204,0,35.22,32.83,48.46,11.71,0.0,52029.9,True,advertencia,temperatura_alta,regular,2.3900000000000006
47,honey,240,87,24.95,22.13,61.81,19.5,0.0,0.0,False,normal,normal,baja,2.8200000000000003
50,natural,436,159,26.53,24.26,50.62,22.59,0.0,0.0,True,riesgo,secado_estancado,regular,2.2699999999999996
61,natural,306,76,32.92,32.24,50.77,18.77,0.0,0.0,False,normal,normal,excelente,0.6799999999999997
36,honey,348,0,37.09,34.09,49.87,12.34,0.0,43252.0,True,advertencia,temperatura_alta,buena,3.0
72,natural,26,290,26.6,26.83,52.83,54.94,0.0,0.0,False,normal,normal,regular,-0.22999999999999687
35,honey,128,382,27.86,26.22,53.29,42.74,0.0,40986.2,False,normal,normal,regular,1.6400000000000006
35,honey,212,298,26.94,26.11,50.15,35.26,0.0,1923.3,False,normal,normal,regular,0.8300000000000018
44,honey,276,194,34.27,29.96,47.01,27.77,0.0,73659.3,False,normal,normal,baja,4.310000000000002
29,honey,34,433,31.87,29.51,49.95,45.29,0.0,1430.2,False,normal,normal,baja,2.3599999999999994
67,natural,300,4,36.51,32.5,51.12,12.84,0.0,75772.1,False,normal,normal,buena,4.009999999999998
71,natural,570,60,31.72,29.54,50.02,14.11,0.0,0.0,True,riesgo,secado_estancado,regular,2.1799999999999997
64,natural,146,159,22.81,21.46,57.91,32.21,0.0,652.6,False,normal,normal,buena,1.3499999999999979
42,honey,102,107,24.52,22.84,54.45,32.42,0.0,2170.8,False,normal,normal,baja,1.6799999999999997
52,natural,262,397,27.86,26.73,54.12,36.86,0.0,124.9,False,normal,normal,baja,1.129999999999999
46,honey,86,432,39.36,35.66,49.31,46.1,0.0,1430.2,True,riesgo,temperatura_alta,baja,3.700000000000003
37,honey,254,125,37.76,33.16,43.34,24.21,0.0,76988.7,True,advertencia,temperatura_alta,regular,4.600000000000001
23,lavado,128,62,26.75,25.35,52.67,27.57,0.0,30367.6,False,normal,normal,regular,1.3999999999999986
70,natural,10,290,35.56,31.26,49.07,44.07,0.0,78943.0,False,normal,normal,regular,4.300000000000001
59,natural,546,101,34.41,32.89,53.61,16.07,0.0,0.0,False,normal,normal,baja,1.519999999999996
52,natural,444,215,36.83,33.12,51.95,25.29,0.0,51983.8,True,riesgo,secado_estancado,baja,3.710000000000001
47,honey,48,279,25.51,23.31,57.13,42.42,0.0,1574.5,False,normal,normal,baja,2.200000000000003
31,honey,130,250,30.47,28.07,50.91,41.02,0.0,56907.5,False,normal,normal,buena,2.3999999999999986
7,lavado,160,28,30.92,28.23,46.96,18.58,0.0,28856.8,False,normal,normal,excelente,2.6900000000000013
18,lavado,24,164,26.34,24.78,60.4,45.41,0.0,313.2,False,normal,normal,regular,1.5599999999999987
56,natural,334,12,27.24,25.34,56.39,13.36,0.0,3370.8,False,normal,normal,buena,1.8999999999999986
58,natural,168,214,26.56,24.84,50.3,34.59,0.0,0.0,False,normal,normal,regular,1.7199999999999989
59,natural,100,547,25.07,23.22,57.9,41.34,0.0,139.6,False,normal,normal,baja,1.8500000000000014
18,lavado,178,10,35.63,31.96,47.33,14.0,0.0,1430.2,True,advertencia,temperatura_alta,regular,3.6700000000000017
71,natural,582,48,26.83,24.65,58.63,13.06,0.0,0.0,False,normal,normal,regular,2.1799999999999997
51,natural,2,499,28.71,27.09,56.7,46.29,0.0,229.8,False,normal,normal,regular,1.620000000000001
60,natural,64,583,37.14,35.16,53.62,50.36,0.0,29713.8,False,normal,normal,baja,1.980000000000004
33,honey,164,256,27.04,25.51,52.93,37.55,0.0,318.1,False,normal,normal,buena,1.5299999999999976
18,lavado,12,176,35.75,31.19,57.05,48.07,0.0,63298.7,True,advertencia,temperatura_alta,regular,4.559999999999999
38,honey,154,67,31.21,28.83,50.53,23.6,0.0,47141.6,False,normal,normal,excelente,2.3800000000000026
41,honey,188,152,31.64,25.35,49.1,30.72,0.0,0.0,False,normal,normal,excelente,6.289999999999999
50,natural,584,11,30.41,28.21,55.31,11.96,0.0,38234.2,False,normal,normal,regular,2.1999999999999993
65,natural,214,137,27.79,24.7,56.51,25.12,0.0,1925.6,False,normal,normal,buena,3.09
35,honey,292,218,23.99,22.47,53.95,28.56,0.0,0.0,False,normal,normal,regular,1.5199999999999996
71,natural,18,612,33.86,31.11,53.66,55.06,0.0,3505.9,False,normal,normal,regular,2.75
62,natural,142,419,27.68,24.95,57.77,38.55,0.0,310.8,False,normal,normal,baja,2.7300000000000004
72,natural,60,256,36.76,33.64,47.01,48.32,0.0,74336.4,False,normal,normal,regular,3.1199999999999974
50,natural,186,409,33.89,31.5,53.86,39.51,0.0,0.0,False,normal,normal,regular,2.3900000000000006
30,honey,440,38,27.59,25.41,52.33,11.8,0.0,27005.8,False,normal,normal,buena,2.1799999999999997
50,natural,448,147,34.33,32.66,51.88,20.51,0.0,41334.0,False,normal,normal,regular,1.6700000000000017
41,honey,62,278,35.14,32.94,51.82,45.35,0.0,45276.6,True,advertencia,temperatura_alta,excelente,2.200000000000003
46,honey,280,238,34.64,33.41,52.44,29.13,0.0,34097.8,False,normal,normal,baja,1.230000000000004
16,lavado,168,38,24.62,21.52,62.08,19.41,0.0,0.0,False,normal,normal,excelente,3.1000000000000014
33,honey,236,184,28.25,25.64,52.81,29.1,0.0,0.0,False,normal,normal,buena,2.6099999999999994
59,natural,226,421,35.8,32.05,49.93,33.92,0.0,53711.1,False,normal,normal,baja,3.75
70,natural,208,92,34.62,31.57,48.15,21.14,0.0,46053.7,False,normal,normal,regular,3.049999999999997
50,natural,338,257,24.1,21.93,58.05,29.15,0.0,1867.4,False,normal,normal,regular,2.1700000000000017
8,lavado,138,18,28.88,26.56,47.26,17.06,0.0,4043.6,False,normal,normal,excelente,2.3200000000000003
31,honey,126,254,25.69,23.51,53.97,41.12,0.0,0.0,False,normal,normal,buena,2.1799999999999997
27,honey,2,298,22.58,22.13,54.37,54.32,0.0,1910.9,False,normal,normal,regular,0.4499999999999993
48,honey,458,20,21.68,20.05,53.65,11.68,0.0,0.0,False,normal,normal,buena,1.629999999999999
35,honey,444,66,37.02,33.64,44.73,14.66,0.0,63840.0,True,advertencia,temperatura_alta,regular,3.3800000000000026
35,honey,250,260,29.29,27.39,46.75,31.77,0.0,56859.9,False,normal,normal,regular,1.8999999999999986
30,honey,218,260,20.53,18.86,58.6,30.67,0.0,0.0,False,normal,normal,buena,1.6700000000000017
62,natural,314,247,25.93,22.79,53.86,25.66,0.0,1709.0,False,normal,normal,baja,3.1400000000000006
42,honey,52,157,21.82,20.12,56.55,43.02,0.0,0.0,False,normal,normal,baja,1.6999999999999993
50,natural,134,461,37.46,33.69,45.46,43.19,0.0,70305.3,False,normal,normal,regular,3.770000000000003
20,lavado,16,141,31.98,29.29,45.17,44.1,0.0,32663.4,False,normal,normal,buena,2.6900000000000013
64,natural,86,219,34.52,33.35,40.72,41.24,0.0,42487.1,False,normal,normal,buena,1.1700000000000017
29,honey,336,131,24.56,23.04,59.95,20.03,0.0,1726.0,False,normal,normal,baja,1.5199999999999996
52,natural,528,131,26.23,24.31,54.79,18.17,0.0,0.0,False,normal,normal,baja,1.9200000000000017
33,honey,82,338,32.78,30.0,48.65,44.29,0.0,51354.6,False,normal,normal,buena,2.780000000000001
62,natural,280,281,33.01,30.88,50.74,29.32,0.0,34377.7,False,normal,normal,baja,2.129999999999999
48,honey,296,182,28.32,26.49,50.68,24.43,0.0,30450.9,False,normal,normal,buena,1.8300000000000018
65,natural,246,105,28.76,26.83,52.83,22.1,0.0,0.0,False,normal,normal,buena,1.9300000000000033
52,natural,328,331,35.01,32.51,47.78,31.59,0.0,35974.2,False,normal,normal,baja,2.5
15,lavado,162,19,28.25,26.48,45.58,16.03,0.0,0.0,False,normal,normal,buena,1.7699999999999996
52,natural,80,579,29.55,27.82,53.31,50.3,0.0,32309.7,False,normal,normal,baja,1.7300000000000004
12,lavado,128,29,26.69,25.11,50.87,20.84,0.0,27425.6,False,normal,normal,baja,1.5800000000000018
35,honey,210,300,29.87,27.67,55.77,35.81,0.0,1430.2,False,normal,normal,regular,2.1999999999999993
2,lavado,34,115,28.65,25.92,48.37,42.84,0.0,58111.9,False,normal,normal,excelente,2.729999999999997
11,lavado,170,43,21.94,19.73,53.18,20.14,0.0,1336.4,False,normal,normal,excelente,2.210000000000001
29,honey,114,353,33.48,31.23,49.49,37.58,0.0,0.0,False,normal,normal,baja,2.2499999999999964
62,natural,194,367,24.91,22.7,60.38,36.18,0.0,0.0,True,riesgo,secado_estancado,baja,2.210000000000001
2,lavado,140,9,27.48,24.26,51.25,14.8,0.0,0.0,False,normal,normal,excelente,3.219999999999999
52,natural,14,645,37.18,34.76,50.93,53.81,0.0,47137.5,False,normal,normal,baja,2.4200000000000017
59,natural,232,415,37.73,35.45,48.29,33.61,0.0,37340.9,False,normal,normal,baja,2.279999999999994
43,honey,144,73,24.64,22.58,55.45,22.54,0.0,0.0,False,normal,normal,excelente,2.0600000000000023
12,lavado,30,127,23.61,21.17,55.69,49.31,0.0,0.0,False,normal,normal,baja,2.4399999999999977
43,honey,126,91,23.75,21.75,51.41,26.82,0.0,0.0,False,normal,normal,excelente,2.0
54,natural,258,14,29.77,28.71,44.66,13.86,0.0,582.3,False,normal,normal,buena,1.0599999999999987
37,honey,8,371,29.55,28.02,51.39,56.2,0.0,39944.1,False,normal,normal,regular,1.5300000000000011
29,honey,102,365,25.85,24.81,53.63,39.03,0.0,0.0,False,normal,normal,baja,1.0400000000000027
47,honey,80,247,30.95,29.82,55.55,39.17,0.0,27222.4,False,normal,normal,baja,1.129999999999999
31,honey,14,366,33.4,30.27,45.77,54.52,0.0,60073.3,False,normal,normal,buena,3.129999999999999
51,natural,430,71,28.04,26.5,57.37,14.96,0.0,484.6,False,normal,normal,regular,1.5399999999999991
60,natural,2,645,26.11,24.83,56.67,54.24,0.0,403.3,False,normal,normal,baja,1.2800000000000011
52,natural,300,359,37.09,32.26,51.22,34.16,0.0,68182.8,False,normal,normal,baja,4.830000000000005
46,honey,438,80,27.34,26.01,52.3,16.32,0.0,738.3,True,riesgo,secado_estancado,baja,1.3299999999999983
41,honey,320,20,27.86,25.48,52.98,31.49,0.0,25736.5,False,normal,normal,excelente,2.379999999999999
50,natural,480,115,25.78,23.3,59.86,19.15,0.0,0.0,False,normal,normal,regular,2.4800000000000004
42,honey,10,199,32.7,28.56,49.27,51.02,0.0,66755.3,False,normal,normal,baja,4.140000000000004
66,natural,90,337,35.95,34.16,50.44,39.16,0.0,2383.6,False,normal,normal,regular,1.7900000000000063
29,honey,100,367,28.89,20.99,56.67,39.05,0.0,1481.3,False,normal,normal,baja,7.900000000000002
14,lavado,28,149,24.47,21.99,51.21,44.43,0.0,1666.0,False,normal,normal,buena,2.4800000000000004
69,natural,178,78,36.14,33.51,53.81,25.12,0.0,47201.3,False,normal,normal,buena,2.6300000000000026
4,lavado,78,77,25.24,22.96,53.7,35.43,0.0,0.0,False,normal,normal,excelente,2.2799999999999976
21,lavado,28,145,25.83,24.37,61.55,44.42,0.0,2204.5,False,normal,normal,excelente,1.4599999999999973
33,honey,420,0,31.88,28.93,46.77,11.9,0.0,46419.2,False,normal,normal,buena,2.9499999999999993
30,honey,228,250,31.76,28.52,52.97,29.92,0.0,67432.0,False,normal,normal,buena,3.240000000000002
50,natural,154,441,33.95,30.95,52.05,42.3,0.0,63718.1,False,normal,normal,regular,3.0000000000000036
66,natural,54,373,29.63,27.97,56.34,42.05,0.0,1625.1,False,normal,normal,regular,1.6600000000000001
46,honey,244,274,23.75,22.84,60.81,32.73,0.0,0.0,False,normal,normal,baja,0.9100000000000001
35,honey,466,44,32.79,29.66,49.81,12.55,0.0,66130.3,True,advertencia,fluctuacion_termica,regular,3.129999999999999
66,natural,12,415,39.45,35.54,53.34,45.07,0.0,60771.6,True,advertencia,temperatura_alta,regular,3.9100000000000037
56,natural,122,224,26.63,25.19,58.85,34.7,0.0,2183.2,False,normal,normal,buena,1.4399999999999977
41,honey,64,276,33.19,31.35,48.99,45.54,0.0,25987.6,False,normal,normal,excelente,1.8399999999999963
61,natural,120,262,25.3,23.1,54.49,38.95,0.0,0.0,False,normal,normal,excelente,2.1999999999999993
56,natural,208,138,37.99,34.82,45.23,25.6,0.0,25641.3,False,normal,normal,buena,3.1700000000000017
43,honey,38,179,34.64,31.74,50.18,42.83,0.0,57236.9,False,normal,normal,excelente,2.900000000000002
52,natural,362,297,25.16,23.4,61.62,30.3,0.0,0.0,False,normal,normal,baja,1.7600000000000016
58,natural,306,76,31.81,30.58,54.8,18.4,0.0,0.0,False,normal,normal,regular,1.2300000000000004
66,natural,76,351,29.51,26.68,53.37,40.63,0.0,0.0,False,normal,normal,regular,2.830000000000002
25,honey,262,162,25.89,24.18,51.7,25.98,0.0,0.0,False,normal,normal,buena,1.7100000000000009
48,honey,314,164,23.6,20.32,56.74,23.86,0.0,866.6,False,normal,normal,buena,3.280000000000001
55,natural,222,27,30.06,27.89,52.9,14.67,0.0,318.3,False,normal,normal,excelente,2.169999999999998
61,natural,226,156,34.86,32.69,47.89,26.58,0.0,52102.3,False,normal,normal,excelente,2.1700000000000017
64,natural,266,39,25.89,23.7,50.91,16.87,0.0,0.0,False,normal,normal,buena,2.1900000000000013
23,lavado,46,144,24.71,22.64,56.73,47.44,0.0,0.0,False,normal,normal,regular,2.0700000000000003
66,natural,154,273,37.68,33.68,53.28,34.77,0.0,55973.4,False,normal,normal,regular,4.0
68,natural,112,214,34.1,32.43,48.44,39.71,0.0,32750.4,False,normal,normal,regular,1.6700000000000017
30,honey,140,338,27.13,25.08,52.35,37.31,0.0,244.1,True,riesgo,secado_estancado,buena,2.0500000000000007
50,natural,270,325,26.98,26.83,52.83,34.02,0.0,0.0,False,normal,normal,regular,0.15000000000000213
8,lavado,44,112,25.38,23.83,45.96,41.15,0.0,0.0,False,normal,normal,excelente,1.5500000000000007
60,natural,640,7,37.58,34.79,51.28,11.54,0.0,39613.1,False,normal,normal,baja,2.789999999999999
13,lavado,194,15,19.48,19.0,58.73,15.56,0.0,0.0,False,normal,normal,regular,0.4800000000000004
52,natural,490,169,32.64,31.06,51.98,21.53,0.0,39664.4,False,normal,normal,baja,1.5800000000000018
63,natural,226,286,34.8,31.82,49.97,30.09,0.0,52656.5,False,normal,normal,baja,2.979999999999997
72,natural,246,70,25.64,25.1,56.47,21.2,0.0,0.0,False,normal,normal,regular,0.5399999999999991
42,honey,72,137,22.88,20.11,60.07,38.59,0.0,1330.2,False,normal,normal,baja,2.7699999999999996
